year,background,cnt,country,female,age,diffgrade,fisced,misced,momwork,dadwork,hisei,homepos,pcgirls,private,metropolis,scoremath,pv1math,pv2math,pv3math,pv4math,pv5math,stweight,ggi,parliament90,parliament97,flp_90,gdppc,hdi,lgdppc,obs,norigin,stratum2003,hostregion,stratum2006,stratum2009,stratum2012
2006,Portugal,LUX,Luxembourg,1,15.67000008,0,0,5,1,1,53,0.590300024,0.39199999,0,0,526.16455,552.4926147,463.6936951,520.5562134,542.366394,551.7136841,1.038499951,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,0,16.25,0,0,0,1,1,34,-0.956700027,0.453105003,0,0,454.672,469.4700012,484.269989,451.5599976,456.230011,411.8299866,1.067800045,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,1,16.08,0,0,0,1,1,33.76,-0.56,0.386,0,0,347.10236,323.4227,359.2538,370.9378,364.7063,317.1912,1.0682,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2009,Portugal,LUX,Luxembourg,0,16,0,5,0,0,1,43,-0.344500005,0.383569986,0,0,311.42599,330.4299927,333.5499878,281.3599854,265,346.7900085,1.073500037,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,0,15.92,1,1,1,1,1,23.96,0.34,0.458,0,0,551.18396,540.7462,550.8724,554.7671,533.7358,575.7984,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2006,Portugal,LUX,Luxembourg,0,16.07999992,1,2,0,1,1,43,0.065700002,0.528999984,0,0,620.02655,633.5800171,614.1066284,624.2327271,614.1066284,614.1066284,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,16.17000008,0,1,0,1,1,29,0.174999997,0.383320987,0,0,392.98401,366.6499939,399.3699951,409.5,394.7000122,394.7000122,1.083299994,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2009,Portugal,LUX,Luxembourg,0,16.07999992,1,0,0,1,1,34,0.367500007,0.422857016,0,0,495.72598,496.0400085,539.6599731,382.3099976,559.1300049,501.4899902,1.115399957,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,0,15.67000008,0,2,3,1,1,51,1.547799945,0.404000014,0,0,369.90967,328.9375,364.7687073,426.3046875,364.7687073,364.7687073,1.111099958,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,16.17000008,0,4,2,1,1,34,-0.346399993,0.424389988,0,0,467.06,465.6600037,506.9400024,458.6499939,451.6400146,452.4100037,1.071400046,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,0,15.92,0,,,1,1,25.04,0.14,0.347,0,0,385.89343,367.9779,410.8194,381.9988,352.3991,416.272,1.0286,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2009,Portugal,LUX,Luxembourg,0,15.67000008,0,0,2,1,1,22,0.174999997,0.424389988,0,0,476.09201,460.2000122,541.210022,492.1400146,432.9400024,453.9700012,1.068199992,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,0,15.82999992,0,3,0,1,1,49,-1.261299968,0.426999986,0,0,415.71118,367.1054993,405.273407,458.2412109,429.4205017,418.5152893,1.066699982,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,0,16.25,0,6,6,,1,88,1.790300012,0.34484601,0,0,348.26999,324.2799988,371.7900085,345.3099976,363.230011,336.7399902,1.061499953,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2009,Portugal,LUX,Luxembourg,0,15.67000008,0,1,1,1,1,21,-0.180999994,0.512291014,0,0,428.34601,405.2900085,470.7200012,394.3800049,436.4500122,434.8900146,1.041000009,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2009,Portugal,LUX,Luxembourg,0,15.57999992,1,1,1,1,1,30,-0.956700027,0.34484601,0,0,367.98001,392.4400024,360.5,334.7999878,373.7399902,378.4200134,2.123100042,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2003,Portugal,LUX,Luxembourg,0,15.82999992,0,4,4,1,0,43,0.216100007,0.501999974,0,0,515.60986,481.9598083,502.9910889,538.0432739,525.5803223,529.4749756,1.020200014,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2003,Portugal,LUX,Luxembourg,0,15.92000008,1,1,4,1,1,53,0.822300017,0.330000013,0,0,536.48541,568.7333984,568.7333984,502.5238037,526.6707764,515.765686,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2012,Portugal,LUX,Luxembourg,0,15.42,1,2,4,1,1,33.76,-0.89,0.326,0,0,273.64856,285.3326,286.8905,258.0698,257.2909,280.659,1.0517,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2012,Portugal,LUX,Luxembourg,1,15.67,0,1,1,1,1,59.89,0.34,1,1,0,468.77237,492.4521,464.4103,436.3686,459.7367,490.8942,1.0368,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0005
2012,Portugal,LUX,Luxembourg,0,15.5,0,,0,1,,16.38,-0.4,0.521,0,0,642.63123,662.2605,607.7348,674.7235,630.324,638.1134,1.0204,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0001
2006,Portugal,LUX,Luxembourg,1,15.92000008,0,0,2,1,1,43,1.164000034,1,1,0,414.62064,418.6711121,407.7659912,389.8504028,445.1549988,411.6607056,1.013499975,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,15.42000008,1,0,2,1,1,29,0.367500007,1,1,0,466.358,466.8299866,486.2999878,469.1600037,490.1900024,419.3099976,2.084800005,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44205,
2012,Portugal,LUX,Luxembourg,1,15.92,0,,,0,1,30.47,0.14,0.469,0,0,406.53528,383.9461,376.9357,411.9878,374.5988,485.208,1.0769,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2003,Portugal,LUX,Luxembourg,0,15.92000008,0,1,1,1,1,23,0.497700006,0.435000002,0,0,438.57297,431.7182922,420.0343018,437.1708984,451.9707031,451.9707031,1.104900002,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2009,Portugal,LUX,Luxembourg,1,15.5,0,1,0,1,1,29,0.174999997,0.480915993,0,0,465.81201,460.980011,425.1499939,478.1199951,457.8699951,506.9400024,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2009,Portugal,LUX,Luxembourg,0,15.67000008,0,4,4,1,1,29,-0.0069,0.453105003,0,0,431.45999,444.5499878,356.5299988,447.6600037,432.0799866,476.480011,1.067800045,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,0,15.83,1,5,2,0,1,62.45,0.56,0.45,0,0,527.50427,568.788,546.9777,467.5261,524.3885,529.8411,1.0278,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0001
2012,Portugal,LUX,Luxembourg,1,16.08,0,4,4,1,0,28.48,-0.4,1,1,0,466.82504,483.8059,451.0905,445.6379,466.6693,486.9216,1.0354,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0004
2009,Portugal,LUX,Luxembourg,0,15.5,0,4,4,1,1,51,0.57249999,0.521008015,0,0,553.98798,584.3699951,529.0599976,535.289978,582.8099976,538.4099731,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44201,
2009,Portugal,LUX,Luxembourg,1,15.75,0,4,4,1,1,43,-1.102800012,0.512291014,0,0,336.43201,363.230011,312.6000061,335.9599915,332.0700073,338.2999878,1.008299947,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,0,15.67000008,1,1,1,0,1,34,-0.479299992,0.504000008,0,0,484.88083,462.1358032,491.7355042,516.661499,479.2724915,474.5987854,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,16.25,1,4,2,1,,27.91,-1.25,1,1,0,372.7294,381.9209,345.3108,409.9626,359.3317,367.121,1.0588,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0004
2012,Portugal,LUX,Luxembourg,0,15.83,1,4,4,1,1,22.57,-0.56,0.292,0,0,512.78241,500.9425,541.4473,515.7423,489.2585,516.5213,1.1429,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2006,Portugal,LUX,Luxembourg,1,15.82999992,1,1,1,1,1,43,-0.676199973,0.404000014,0,0,512.29944,538.4716797,497.9670105,488.6196899,511.2088928,525.2297974,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2003,Portugal,LUX,Luxembourg,0,16,0,1,1,1,1,32,-0.046,0.435000002,0,0,486.94501,511.8710022,451.1138916,492.3976135,507.9762878,471.3663025,1.104900002,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2006,Portugal,LUX,Luxembourg,1,16.07999992,0,0,0,1,1,51,-0.077500001,0.474000007,0,0,411.11545,387.4356995,402.2355957,438.8456116,450.5296936,376.5306091,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2006,Portugal,LUX,Luxembourg,0,15.82999992,0,6,6,1,0,33,2.091700077,0.441000015,0,0,373.8822,367.4949036,399.4313965,367.4949036,367.4949036,367.4949036,1.065999985,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2006,Portugal,LUX,Luxembourg,1,15.82999992,1,,0,1,,16,-0.077500001,0.39199999,0,0,413.06277,425.8374023,416.4901123,402.4692078,406.3638916,414.1532898,1.038499951,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,15.42,0,4,2,1,1,33.76,0.34,0.275,0,0,492.76367,507.4077,542.4599,452.1031,468.4608,493.3868,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2012,Portugal,LUX,Luxembourg,0,15.33,0,0,1,1,1,37.83,-0.72,0.484,0,0,530.8537,540.9799,545.6535,500.4752,540.201,526.959,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2009,Portugal,LUX,Luxembourg,0,15.42000008,0,1,1,0,1,29,0.174999997,0.512291014,0,0,430.13599,411.9100037,447.7399902,437.6099854,436.0599976,417.3599854,1.041000009,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2003,Portugal,LUX,Luxembourg,1,15.32999992,0,1,1,1,1,45,0.216100007,0.501999974,0,0,413.33542,425.0195007,404.7670898,421.1247864,403.209198,412.556488,1.020200014,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2009,Portugal,LUX,Luxembourg,1,15.82999992,0,0,4,1,1,24,-0.180999994,1,1,0,286.73401,216.3200073,351.0700073,312.1300049,221.7700043,332.3800049,1.057100058,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44204,
2006,Portugal,LUX,Luxembourg,1,15.82999992,1,0,5,1,1,23,-0.479299992,1,1,0,371.93484,387.5136108,397.639801,368.8190918,354.0192871,351.6824951,1.013499975,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,15.67,1,2,1,1,0,14.21,0.34,1,1,0,534.82629,533.7358,507.2519,560.2197,537.6305,535.2937,1.013,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0005
2012,Portugal,LUX,Luxembourg,0,16.08,1,6,2,1,1,60.29,-0.23,0.458,0,0,357.07275,360.9674,376.5462,380.4409,345.3887,322.0206,1.0152,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2009,Portugal,LUX,Luxembourg,0,16.32999992,0,4,4,1,1,23,2.619199991,0.383569986,0,0,522.67401,575.6400146,543.710022,535.1400146,472.8200073,486.0599976,1.073500037,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2009,Portugal,LUX,Luxembourg,1,15.42000008,1,0,1,1,1,29,-0.659799993,0.437673002,0,0,296.23801,321.480011,277.8500061,365.8699951,240.4700012,275.519989,2.137000084,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2009,Portugal,LUX,Luxembourg,1,15.57999992,0,1,1,1,1,34,-0.809700012,0.437673002,0,0,484.66199,438.3900146,447.7399902,514.7299805,482.7900085,539.6599731,1.068500042,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,0,15.5,0,1,1,1,1,22.16,-0.23,0.347,0,0,536.92944,516.6771,516.6771,526.0243,565.7501,559.5186,1.0286,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2006,Portugal,LUX,Luxembourg,1,15.57999992,1,5,0,1,1,37,-0.280400008,0.412,0,0,380.81476,397.7955933,358.8486938,445.310791,391.5640869,310.5545959,1.027400017,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,16.17000008,0,1,1,,,,-1.179200053,0.3125,0,0,390.87799,409.5700073,408.7900085,356.6099854,365.1700134,414.25,1.043499947,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,0,15.57999992,0,1,0,0,1,29,-0.479299992,0.052000001,1,0,444.29816,423.5783997,456.2937927,446.1676025,460.9674072,434.4836121,1.050799966,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2006,Portugal,LUX,Luxembourg,0,16.07999992,0,5,6,0,1,43,0.855300009,0.32100001,0,0,390.00623,390.4736023,334.3901062,399.8208008,409.1680908,416.1784973,1.053599954,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,0,16,1,1,1,1,1,25.95,-1.04,0.505,0,0,518.46863,524.3885,552.4303,508.0308,483.8838,523.6096,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2009,Portugal,LUX,Luxembourg,1,16,1,,,1,1,30,0.233999997,0.480915993,0,0,384.33801,393.2200012,415.0299988,404.1199951,391.6600037,317.6600037,2,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,0,15.42000008,0,,,,1,21,-0.676199973,0.426999986,0,0,502.17322,516.9730225,492.0469971,505.2890015,504.5100098,492.0469971,1.066699982,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,16.17000008,1,0,1,1,1,42,-0.427599996,0.383320987,0,0,461.29401,497.8999939,423.1300049,472.2000122,465.9700012,447.269989,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2009,Portugal,LUX,Luxembourg,0,15.32999992,0,1,4,1,1,34,0.174999997,0.508897007,0,0,463.08798,513.8699951,481.9400024,431.3099976,422.7399902,465.5799866,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,1,15.42,1,,4,0,,,-0.06,0.323,0,0,477.57437,493.4647,473.2123,469.3177,449.8442,502.033,1.0889,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2003,Portugal,LUX,Luxembourg,0,15.75,0,,,1,1,21,-0.814199984,0.386999995,1,0,375.86853,366.6770935,344.0878906,378.3611145,410.2976074,379.9190063,1.040300012,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44202,44200,,,
2012,Portugal,LUX,Luxembourg,1,15.42,1,0,4,1,1,25.94,-0.4,0.323,0,0,389.86603,408.4047,384.2577,431.7729,377.2472,347.6476,1.0889,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2012,Portugal,LUX,Luxembourg,0,15.58,0,1,0,1,1,22.57,-1.53,0.386,0,0,465.50085,438.3938,482.7933,492.9195,448.52,464.8777,1.0833,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2012,Portugal,LUX,Luxembourg,1,16.25,1,2,,1,1,32.5,-0.01,0.508,0,0,363.30426,357.0728,366.42,367.1989,359.4096,366.42,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2006,Portugal,LUX,Luxembourg,1,16.07999992,0,0,4,1,1,45,-0.077500001,0.433999985,1,0,447.18027,439.7023926,452.944397,450.607605,444.3760986,448.270813,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2006,Portugal,LUX,Luxembourg,1,16.17000008,1,0,0,1,1,29,0.590300024,0.483999997,0,0,473.19678,490.1776123,513.5457153,441.8835144,444.2203064,476.1567078,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,16.08,0,2,2,1,1,22.57,-0.56,0.386,0,0,358.63065,320.6185,355.6707,368.9126,378.2599,369.6915,1.0682,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2009,Portugal,LUX,Luxembourg,0,15.42000008,0,4,6,1,1,69,1.3125,0.320611,0,0,528.44,524.0800171,604.3099976,526.4099731,432.9400024,554.460022,1.152500033,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,1,16.17000008,1,2,4,1,1,30,0.131500006,0.39199999,0,0,337.42792,301.752594,325.120697,325.120697,358.6149902,376.5306091,1.051300049,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2003,Portugal,LUX,Luxembourg,1,15.82999992,1,,,1,1,38,2.048000097,0.551999986,0,0,564.83875,610.0170898,518.8814087,606.9014282,541.4705811,546.9232178,1.047099948,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2006,Portugal,LUX,Luxembourg,0,16.17000008,1,4,1,1,1,61,-0.077500001,0.527999997,0,0,454.81384,436.4309082,451.2307129,464.4726868,469.1463013,452.7886047,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2006,Portugal,LUX,Luxembourg,1,16,0,,4,1,1,34,-0.280400008,1,1,0,426.6163,416.4901123,425.0584106,413.3743896,449.9844055,428.1741943,1.013499975,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,16.25,1,0,1,1,1,25.95,0.14,0.38,0,0,488.63531,505.9277,491.9068,456.0757,476.3281,512.9382,1.1786,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2006,Portugal,LUX,Luxembourg,1,15.67000008,1,1,0,1,1,21,0.590300024,0.527999997,0,0,466.03055,453.1001892,483.4786987,486.5945129,453.1001892,453.8790894,1.058799982,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,1,16,1,4,2,0,1,21.82,-0.05,0.508,0,0,442.91165,424.9961,523.1422,422.6593,422.6593,421.1014,1.0227,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2009,Portugal,LUX,Luxembourg,0,15.92000008,0,4,4,1,1,23,0.57249999,0.512291014,0,0,377.56,364.3200073,384.5700073,372.1099854,378.3399963,388.4599915,1.041000009,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2006,Portugal,LUX,Luxembourg,1,15.82999992,0,4,4,0,1,31,-0.280400008,1,1,0,447.41391,429.809906,444.6098022,446.1676025,431.3677979,485.114502,1.026100039,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,16,0,,2,1,1,45,0.57249999,0.34484601,0,0,410.35199,404.4299927,353.7999878,453.5100098,430.1400146,409.8800049,1.051300049,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2012,Portugal,LUX,Luxembourg,1,16.33,1,0,0,1,1,24.45,-0.72,0.326,0,0,530.15265,547.4451,534.2031,543.5504,533.4242,492.1405,1.2174,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2003,Portugal,LUX,Luxembourg,0,15.92000008,0,1,1,1,1,29,-1.082000017,0.412,0,0,447.76447,437.4825134,482.6608887,421.9036865,449.9454956,446.8297119,1.04489994,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2006,Portugal,LUX,Luxembourg,0,16.25,0,6,,1,1,34,-0.204500005,0.426999986,0,0,340.93317,376.60849,328.3143921,345.4509888,322.8617859,331.4301147,1.066699982,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2009,Portugal,LUX,Luxembourg,1,15.57999992,0,2,2,1,1,53,-0.505999982,1,1,0,385.19202,380.6700134,437.5400085,354.9700012,391.5799866,361.2000122,1.014500022,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44205,
2012,Portugal,LUX,Luxembourg,1,15.58,0,1,6,1,1,27.3,-1.36,0.508,0,0,486.37637,506.0056,481.8585,490.4269,449.9221,503.6688,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2012,Portugal,LUX,Luxembourg,1,16,1,0,4,1,1,24.98,-0.23,1,1,0,396.487,386.205,365.1737,393.9944,393.2155,443.8464,1.013,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0005
2012,Portugal,LUX,Luxembourg,1,16.17,1,1,0,1,1,22.77,0.56,1,1,0,350.60754,388.6197,322.41,347.336,419.7772,274.8948,1.0368,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0005
2009,Portugal,LUX,Luxembourg,0,15.42000008,0,4,4,1,1,43,0.108199999,0.320611,0,0,452.41202,438.3900146,475,438.3900146,460.980011,449.2999878,1.152500033,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,1,15.75,1,2,2,1,1,26.85,0.14,0.458,0,0,459.81461,434.8886,445.0148,488.6353,441.1201,489.4142,1.2174,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2003,Portugal,LUX,Luxembourg,1,15.32999992,0,,,1,1,29,-0.046,0.414000005,0,0,390.59045,433.5877991,415.6722107,369.7149048,352.5783081,381.3989868,1.082599998,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2009,Portugal,LUX,Luxembourg,0,15.67000008,1,0,0,1,1,21,-0.180999994,0.440411001,0,0,421.41199,389.3200073,457.0899963,460.2000122,406.4599915,393.9899902,2.11590004,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44203,
2012,Portugal,LUX,Luxembourg,1,15.33,0,1,0,1,1,22.16,-0.2,0.347,0,0,405.21109,405.99,413.0005,432.4739,387.2955,387.2955,1.129,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0002
2006,Portugal,LUX,Luxembourg,1,16.17000008,0,3,3,1,1,43,0.855300009,0.433999985,1,0,380.81479,409.1680908,392.0314941,371.7791138,378.0105896,353.0845947,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
2012,Portugal,LUX,Luxembourg,0,15.75,0,1,1,1,1,33.76,-0.05,0.55,0,0,524.23273,512.2371,545.7314,509.9003,527.0369,526.258,1.0968,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,,LUX0003
2009,Portugal,LUX,Luxembourg,1,16.32999992,0,4,4,1,1,29,0.34709999,1,1,0,325.44598,413.7799988,287.5899963,325.7600098,300.0499878,300.0499878,1.057100058,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44204,
2003,Portugal,LUX,Luxembourg,0,16.07999992,1,1,1,1,1,29,0.216100007,0.330000013,0,0,583.76697,559.9315186,569.2786865,596.5415039,555.2578125,637.8251953,1,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,44201,44200,,,
2009,Portugal,LUX,Luxembourg,0,15.75,0,2,,1,1,43,0.367500007,0.383320987,0,0,444.00198,475,450.0799866,449.2999878,418.1400146,427.4899902,1.071400046,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,,44202,
2006,Portugal,LUX,Luxembourg,1,16.32999992,0,,0,1,,16,-0.479299992,0.412,0,0,283.2139,344.1268005,264.6752014,242.0859985,279.4750061,285.7065125,1.027400017,0.70128429,0.079999998,13,49.310001,19904.01,0.81099999,9.8986769,2069,5,,44200,44297,,
