year,background,cnt,country,female,age,diffgrade,fisced,misced,momwork,dadwork,hisei,homepos,pcgirls,private,metropolis,scoremath,pv1math,pv2math,pv3math,pv4math,pv5math,stweight,ggi,parliament90,parliament97,flp_90,gdppc,hdi,lgdppc,obs,norigin,stratum2003,hostregion,stratum2006,stratum2009,stratum2012
2009,Turkey,AUT,Austria,1,16.32999992,1,4,1,1,1,74,0.472900003,0.566242993,1,0,258.07001,215.5399933,207.75,275.519989,326.1499939,265.3900146,18.08270073,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,15.67000008,1,2,1,1,1,30,0.216100007,0.125,0,0,509.2226,516.8562012,502.8352966,512.9614868,526.9824219,486.4776001,23.62310028,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4012,4000,,,
2012,Turkey,AUT,Austria,1,16,1,2,1,,,51.56,0.13,0.507,0,0,376.31253,340.6372,404.51,363.2264,367.9,405.289,13.5951,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2003,Turkey,AUT,Austria,1,15.67000008,1,5,2,,,,0.497700006,0.538999975,0,1,368.7023,334.2732849,317.9155884,371.6622925,441.7666016,377.8937988,21.48749924,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4021,4000,,,
2006,Turkey,AUT,Austria,1,16.32999992,0,3,1,0,1,31,0.49970001,0.579999983,0,0,573.83545,545.6378784,577.5744019,588.4794922,600.9425049,556.5430908,18.78160095,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,1,15.75,0,5,0,1,1,45,0.730199993,0.889999986,1,1,443.12976,467.7442017,443.5971069,493.4490967,430.3551941,380.5032043,34.23450089,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,15.57999992,1,5,2,1,0,16,-0.962499976,0.483375996,0,0,467.68201,487.4700012,436.8399963,485.9100037,504.6000061,423.5899963,5.05369997,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,0,15.67000008,1,1,2,1,1,30,-1.095100045,0.439999998,0,0,440.79297,423.1889954,470.7041931,414.620697,448.1149902,447.3359985,17.21949959,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2012,Turkey,AUT,Austria,1,15.83,1,0,0,,,30.34,-0.4,0.274,0,0,279.25687,265.8592,281.4379,237.8174,281.4379,329.732,16.3033,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2003,Turkey,AUT,Austria,1,15.57999992,1,2,2,,,,-0.046,0.574999988,0,0,389.11047,407.4934082,422.2932129,386.4620972,395.0303955,334.2732849,15.91670036,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4021,4000,,,
2009,Turkey,AUT,Austria,0,15.92000008,0,0,0,1,1,28,-1.611600041,0.052817002,0,0,454.82999,459.8099976,459.0400085,420.0899963,495.6499939,439.5599976,5.716700077,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,15.57999992,0,4,,0,1,30,0.284399986,0.889999986,1,1,445.23291,432.6141052,431.8352051,444.2981873,473.8977966,443.5191956,34.23450089,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,0,15.67000008,1,5,1,1,1,30,-0.742200017,0.275000006,0,0,298.09158,296.2221985,343.7373047,291.5484924,275.9697876,282.9801941,42.16999817,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2012,Turkey,AUT,Austria,1,15.42,1,3,1,,,17.69,-1.36,0.534,0,0,399.91431,392.7481,387.2955,390.4113,397.4217,431.695,17.789,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,0,15.83,0,5,4,,,31.08,0.33,0.897,0,1,369.61365,385.0366,367.121,371.7947,371.7947,352.3212,15.1112,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2006,Turkey,AUT,Austria,0,16,0,5,2,,1,29,0.079000004,0.02,0,1,456.52747,482.3882141,418.5152893,521.335083,406.0523071,454.3464966,20.87750053,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,1,15.82999992,0,2,4,1,1,29,-0.70660001,0.479999989,0,1,529.74762,534.5770264,571.9660034,542.366394,493.2933044,506.5353088,11.23130035,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,1,15.92000008,1,5,5,,,,-0.447899997,0.672973037,0,0,425.07401,407.1600037,470.25,439.8699951,422.7399902,385.3500061,2.35739994,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,15.83,1,0,0,,,,-1.2,0.274,0,0,320.93005,276.8422,292.4209,319.6838,340.7151,374.9883,16.3033,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,1,16.17,0,2,3,,,24.45,-0.05,0.533,0,1,335.96353,323.5005,372.5736,323.5005,364.0053,296.2377,19.7893,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,15.92000008,1,3,4,,,,-0.623000026,0.620301008,1,1,402.87201,419.230011,389.6300049,405.9899902,402.8699951,396.6400146,20.32830048,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,15.67,1,2,2,,,17.69,-0.57,0.624,0,0,436.21283,444.9369,481.547,479.2102,377.1693,398.2007,18.9387,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,0,16,1,0,0,,,25.94,-1.2,0.333,0,1,305.74075,337.5214,289.2273,301.6903,235.4806,364.7842,3.4863,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,1,16.17000008,0,6,3,1,1,70,-0.084299996,0.72951895,0,0,398.28,442.9899902,390.7999878,386.9100037,392.3599854,378.3399963,4.971700191,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,15.92,0,0,1,,,17.56,0.33,0.468,0,0,614.43372,596.8297,642.0081,620.9768,568.788,643.566,18.6645,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,16,0,1,4,1,1,45,0.301699996,0.042553,0,0,435.202,411.8299866,409.5,438.3200073,481.1600037,435.2000122,9.239600182,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,16.17,0,2,1,,,,-0.89,0.6,0,1,506.62875,538.5652,491.05,503.513,531.5548,468.4608,16.3383,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,1,15.57999992,1,5,0,1,1,53,-1.442299962,0.662856996,0,0,492.918,479.6799927,526.4099731,485.1300049,506.1600037,467.2099915,3.468300104,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,15.5,1,,3,1,0,52,-0.447899997,0.502551019,0,1,300.67801,337.1300049,275.6000061,272.480011,306.75,311.4299927,20.15530014,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,15.57999992,1,5,6,1,1,56,-0.962499976,0.568046987,0,0,353.646,383.0899963,375.2999878,295.8500061,334.019989,379.9700012,4.90320015,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,0,16,1,6,0,0,1,44,-0.316399992,0.579999983,0,0,454.11279,431.0562134,444.2981873,510.5079041,462.9927063,421.7090149,17.48310089,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,16.32999992,1,0,3,1,1,23,0.301699996,0.567780018,0,0,462.854,420.7900085,451.1700134,475.3200073,508.0299988,458.9599915,2.914299965,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,1,15.75,0,2,2,1,1,49,-0.046,0.638999999,0,0,452.04858,482.7387085,437.5603943,462.4863892,430.5498962,446.9075928,24.72249985,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4021,4000,,,
2009,Turkey,AUT,Austria,1,15.75,0,1,1,0,1,30,-0.79519999,0.836705983,0,1,372.104,315.7099915,321.1600037,405.2900085,446.5700073,371.7900085,26.00029945,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,15.67000008,1,3,3,1,1,50,-0.79519999,0.435373992,0,0,468.69601,463.3999939,479.7600098,477.4200134,469.6300049,453.269989,2.238699913,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,15.5,1,3,3,0,1,30,0.506699979,0.169230998,0,0,382.62,357.3800049,389.3200073,380.75,369.0700073,416.5799866,1.777799964,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,15.75,1,5,2,1,1,53,-1.912400007,0.986000001,0,0,301.83051,269.7383118,301.6747131,374.8948059,275.9697876,286.8749084,15.92059994,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,16.17000008,1,3,2,0,1,51,-0.268000007,0.343194991,0,0,375.84601,392.0499878,407.6300049,300.9100037,406.0700073,372.5700073,14.51599979,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,16.07999992,1,5,2,1,1,31,0.822300017,0.426999986,0,1,476.42935,470.9768066,469.4189148,492.0080872,463.1874084,486.5555115,21.08440018,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4006,4000,,,
2009,Turkey,AUT,Austria,1,16.17000008,1,1,1,1,0,16,-0.084299996,0.662856996,0,0,411.67401,380.3599854,438.7799988,418.5299988,394.3800049,426.3200073,3.468300104,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,15.67000008,1,3,1,,1,34,0.822300017,0.046,0,1,564.29352,575.3543701,583.9227295,569.9019165,554.3231201,537.9653931,15.10840034,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4016,4000,,,
2009,Turkey,AUT,Austria,0,16,1,,4,1,,38,-0.623000026,0.672973037,0,0,594.17999,643.25,598.0800171,556.0100098,518.6199951,654.9400024,2.207099915,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,15.5,1,2,2,0,1,40,-0.716799974,0.519481003,0,0,498.68399,491.6700134,496.3500061,472.980011,507.25,525.1699829,22.81439972,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,15.92000008,0,1,1,,,,-0.962499976,0.071023002,0,0,449.61002,471.4200134,474.5400085,431.6900024,410.6600037,459.7399902,3.251899958,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,16.17000008,0,3,3,1,1,27,-0.511699975,0.740999997,0,0,342.64682,360.0950012,370.2211914,293.8853149,398.2630005,290.7695923,18.14109993,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,15.82999992,1,5,5,0,1,30,0.301699996,0.379310012,0,0,356.37399,346.0899963,325.0599976,327.3999939,391.269989,392.0499878,13.79249954,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,16,1,2,0,1,1,20,-1.442299962,,0,0,493.38599,483.5700073,524.8599854,518.6199951,472.6700134,467.2099915,5.05369997,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,15.67000008,1,2,1,0,1,29,-0.623000026,0.568046987,0,0,355.67001,309.0899963,393.9899902,344.1400146,339.4700012,391.6600037,4.90320015,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,16,0,6,5,1,1,69,1.279700041,0.488000005,0,0,598.60571,595.3342285,598.4498901,664.6596069,596.1130981,538.4716797,17.71030045,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2003,Turkey,AUT,Austria,1,15.92000008,1,2,1,0,,,0.216100007,0.933000028,1,0,425.56473,411.388092,385.6831055,458.9032898,434.7561951,437.0929871,18.39710045,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4018,4000,,,
2009,Turkey,AUT,Austria,1,15.42000008,1,5,2,0,1,30,-0.084299996,0.343194991,0,0,322.95599,344.1400146,309.8699951,277.1499939,378.4200134,305.2000122,14.45189953,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,16,0,2,2,1,1,33,0.49970001,0.504000008,0,0,399.82083,400.9114075,395.4588013,417.2690125,358.0697937,427.3952026,24.39550018,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,1,15.32999992,0,2,2,1,1,66,0.730199993,0.479999989,0,1,633.81366,637.5526123,662.4785767,603.2792969,630.5421143,635.2158203,11.23130035,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2012,Turkey,AUT,Austria,0,15.42,1,2,2,,,28.52,0.01,0.422,0,0,421.41299,397.4217,438.7054,428.5792,410.6637,431.695,13.354,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,15.5,1,0,0,1,0,16,-0.623000026,0.25,0,0,429.98199,457.0899963,465.6600037,383.0899963,441.5100098,402.5599976,12.46150017,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,15.92,0,5,5,,,24.53,0.33,0.533,0,1,490.27109,483.8838,479.9891,496.3468,497.1257,494.01,19.7893,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,1,16.08,1,2,3,,,25.95,-0.89,0.333,0,0,364.31689,380.8303,344.9992,352.0097,352.0097,391.7355,21.2849,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,15.57999992,0,3,2,0,1,26,-0.79519999,0.042553,0,0,503.358,465.6600037,529.5300293,521.7399902,503.8200073,496.0400085,9.239600182,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,16.32999992,1,1,1,1,1,25,-0.046,0.379000008,0,1,336.68796,316.7471924,342.4520874,319.862915,345.5678101,358.8098145,10.72669983,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4003,4000,,,
2012,Turkey,AUT,Austria,1,16,0,3,2,,,25.95,-0.73,0.507,0,0,466.66928,501.2541,459.9704,452.96,471.6545,447.5074,13.1981,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,1,15.83,1,2,2,,,24.53,-0.57,0.6,0,1,398.59015,420.0888,396.7207,371.7947,421.6467,382.6998,14.1043,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,15.67000008,1,3,2,1,1,28,-0.447899997,0.403973997,0,0,358.242,361.6700134,374.1300049,388.1499939,339.8599854,327.3999939,4.642300129,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,0,16.07999992,0,2,1,1,1,30,0.49970001,0.344999999,0,1,413.53015,402.936615,469.1463013,424.7467957,374.8948059,395.9262085,22.99209976,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,16.17000008,1,2,1,1,1,43,-0.79519999,0.321981013,0,0,385.73599,379.9700012,396.3299866,374.519989,323.8900146,453.9700012,4.501900196,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,15.32999992,1,4,2,0,1,69,-0.447899997,0.620301008,1,1,483.96201,480.8500061,483.9599915,462.1499939,501.8800049,490.9700012,20.32830048,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,1,16.07999992,1,2,0,1,1,24,0.190400004,0.483375996,0,0,375.45599,355.8299866,320,417.3599854,375.2999878,408.7900085,5.30880022,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,0,15.67000008,0,5,3,1,1,34,0.284399986,0.694999993,0,0,395.06934,380.736908,430.5888977,350.3583069,426.6942139,386.9684143,17.27070045,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2012,Turkey,AUT,Austria,0,15.58,1,4,2,,,24.98,-0.05,0.488,0,1,495.95734,477.5744,503.2793,520.416,483.027,495.49,23.0968,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,1,15.67000008,1,4,3,0,1,30,0.726300001,0.379310012,0,0,300.522,361.2799988,222.6300049,302.8599854,338.6900024,277.1499939,5.366499901,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,0,15.58,0,3,3,,,43.76,0.55,0.031,0,1,406.22369,368.5231,394.2281,394.2281,447.1958,426.9434,13.6273,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2003,Turkey,AUT,Austria,0,16.32999992,0,3,3,1,1,34,0.216100007,0.093999997,0,1,595.76257,604.3308716,630.8148193,583.2996216,588.7520752,571.6154785,16.97909927,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4016,4000,,,
2009,Turkey,AUT,Austria,1,15.32999992,1,3,0,1,1,32,-0.79519999,,0,0,342.116,314.5400085,339.4700012,350.3699951,358.9400024,347.2600098,5.30880022,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,15.33,1,1,1,,,22.75,-1.04,0.569,0,1,538.17572,509.6666,529.919,561.8554,524.4664,564.9712,13.0126,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,1,16.25,1,2,1,,,23.57,-1.04,0.614,0,1,398.97961,365.4853,382.6219,448.8316,384.1798,413.7794,20.2417,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,1,16.25,1,2,2,0,1,29,-0.447899997,0.662870049,0,0,427.02399,451.9500122,409.1099854,458.1799927,416.1199951,399.7600098,2.63380003,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,15.92000008,1,5,4,,1,34,0.506699979,0.038710002,0,0,573.84998,579.2999878,527.8900146,576.9699707,600.3300171,584.7600098,7.396299839,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,16.07999992,0,2,2,1,1,43,-0.300900012,0.134000003,1,1,594.12683,596.7752075,605.3435059,595.9962769,605.3435059,567.1755981,10.09990025,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4013,4000,,,
2009,Turkey,AUT,Austria,0,16.17000008,1,3,6,1,1,38,-0.268000007,0.272623986,0,1,410.04001,433.7200012,425.1499939,415.0299988,416.5799866,359.7200012,18.7507,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2003,Turkey,AUT,Austria,0,15.5,1,5,1,1,1,42,0.216100007,0.538999975,0,1,571.61554,597.0089111,572.0828857,598.5667725,535.4727783,554.9462891,21.48749924,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4021,4000,,,
2009,Turkey,AUT,Austria,0,15.32999992,1,0,0,0,1,59,-2.075799942,0.502551019,0,1,334.25,315.7099915,314.9299927,311.0400085,389.7099915,339.8599854,17.42840004,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,0,16.25,0,,0,,,,-1.04,0.708,0,1,459.65881,466.8251,495.6457,440.3412,452.0252,443.4569,18.7171,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2006,Turkey,AUT,Austria,0,15.82999992,0,5,4,0,1,43,1.279700041,0.344999999,0,1,388.60413,387.3577881,398.2630005,384.2420959,413.8417053,359.3161011,22.99209976,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,0,15.82999992,0,6,5,1,1,49,0.284399986,0.714999974,0,0,398.41876,395.1471863,349.1899109,360.8739929,475.3778076,411.5049133,10.26780033,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,1,15.57999992,1,2,2,1,0,16,-0.623000026,0.559633017,1,0,359.41199,376.8599854,361.2799988,348.0400085,384.6499939,326.230011,14.96440029,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,16,1,5,3,,,,1.41,0.598,0,0,528.04956,561.5439,535.06,500.0078,547.523,496.1131,16.1749,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2006,Turkey,AUT,Austria,0,15.42000008,1,2,2,1,1,30,-0.316399992,0.02,0,1,414.77643,417.7363892,430.978302,389.6947021,393.5892944,441.8835144,18.07060051,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2006,Turkey,AUT,Austria,1,16,1,3,2,1,1,34,-0.511699975,0.556999981,0,0,423.81213,384.5537109,425.0584106,488.9313049,383.7746887,436.7424927,14.18719959,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2003,Turkey,AUT,Austria,1,16.07999992,0,2,3,1,1,25,0.216100007,0.546000004,0,0,395.41983,384.2030945,387.3189087,373.2980042,397.4450989,434.8341064,18.38750076,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4010,4000,,,
2009,Turkey,AUT,Austria,0,15.42000008,1,3,3,1,1,74,-0.084299996,0.588865042,0,0,519.16998,528.3599854,552.5100098,476.9500122,516.6799927,521.3499756,17.59339905,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,0,15.82999992,1,3,1,1,1,54,-1.501399994,0.694999993,0,0,368.66336,377.2316895,359.3161011,416.957489,314.1376953,375.6737976,17.48089981,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2009,Turkey,AUT,Austria,0,15.42000008,1,1,0,0,1,49,-1.442299962,0.403973997,0,0,390.48999,361.3599854,429.1199951,369.1499939,387.8399963,404.980011,4.642300129,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2009,Turkey,AUT,Austria,0,15.92000008,1,,6,1,1,38,1.234099984,0.078787997,0,1,439.56201,467.6000061,426.3200073,475.3900146,414.6400146,413.8599854,16.00819969,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2006,Turkey,AUT,Austria,1,16.25,1,2,3,1,1,30,0.49970001,0.556999981,0,0,501.31644,544.0021973,485.5819092,505.834198,494.1502075,477.0136108,14.18719959,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,4097,,
2003,Turkey,AUT,Austria,0,15.92000008,1,,,,1,23,0.216100007,0.577000022,0,0,449.3223,459.1369019,442.7792053,452.9053955,424.8637085,466.9263,17.62280083,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4017,4000,,,
2009,Turkey,AUT,Austria,1,15.92000008,0,2,2,1,1,29,0.726300001,0.693277001,0,0,399.60199,397.8900146,400.230011,448.519989,415.7999878,335.5700073,2.9302001,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,0,15.5,1,3,3,,,24.8,-0.73,0.333,0,0,372.18411,326.6942,372.6515,420.9456,404.5879,336.0414,21.7982,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,1,15.42000008,1,2,2,1,1,31,-0.084299996,0.588865042,0,0,417.51999,414.25,420.480011,385.4299927,386.980011,480.4599915,19.12470055,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
2012,Turkey,AUT,Austria,1,16.17,1,1,,,,24.53,-2.85,0.333,0,1,292.73251,261.2634,303.3261,301.7682,276.8422,320.4627,3.3203,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2003,Turkey,AUT,Austria,0,15.42000008,1,2,0,1,1,34,-1.082000017,0.518999994,0,0,339.41425,334.7406006,357.3298035,340.9721069,342.5299988,321.4986877,32.27069855,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,4022,4000,,,
2012,Turkey,AUT,Austria,1,15.42,1,5,5,,,28.48,0.33,0.598,0,0,450.07788,424.9961,475.627,446.0274,440.5749,463.164,16.1749,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,1,15.5,1,2,3,,,30.49,-0.57,0.534,0,1,537.16315,522.8307,563.3354,509.5887,523.6096,566.4512,18.7382,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2012,Turkey,AUT,Austria,0,16,1,2,1,,,18.08,-1.2,0.176,0,0,473.36813,441.7433,493.1531,461.2167,467.4482,503.2793,13.4644,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,,AUT9797
2009,Turkey,AUT,Austria,0,15.5,1,5,2,1,1,34,-0.268000007,0.349441975,0,0,359.95401,319.2900085,335.6499939,382.3900146,383.1700134,379.269989,12.46150017,0.58282971,0.01,2,34.529999,9920.3359,0.704,9.202342,509,6,,4000,,4097,
